0.360000 10.000000 nan
0.373061 11.406249 nan
0.386122 13.010252 nan
0.399184 14.839818 nan
0.412245 16.926666 2.602164
0.425306 19.306977 6.534540
0.438367 22.022019 8.904481
0.451429 25.118864 5.150175
0.464490 28.651203 9.954292
0.477551 32.680276 8.204149
0.490612 37.275937 9.214778
0.503673 42.517863 9.280122
0.516735 48.496934 8.835751
0.529796 55.316812 10.931068
0.542857 63.095734 10.157929
0.555918 71.968567 10.685670
0.568980 82.089142 11.920870
0.582041 93.632921 14.658450
0.595102 106.800043 11.559036
0.608163 121.818791 12.465898
0.621224 138.949549 13.351539
0.634286 158.489319 12.598191
0.647347 180.776868 14.614776
0.660408 206.198601 14.455419
0.673469 235.195264 14.649271
0.686531 268.269580 15.412062
0.699592 305.994969 16.934016
0.712653 349.025488 13.622772
0.725714 398.107171 15.801737
0.738776 454.090961 14.641515
0.751837 517.947468 13.132704
0.764898 590.783791 15.113424
0.777959 673.862717 15.241838
0.791020 768.624610 12.480977
0.804082 876.712387 14.635222
0.817143 1000.000000 13.147441
0.830204 1140.624924 12.441057
0.843265 1301.025217 12.672836
0.856327 1483.981789 9.470890
0.869388 1692.666615 10.998776
0.882449 1930.697729 9.277978
0.895510 2202.201950 7.971726
0.908571 2511.886432 6.725504
0.921633 2865.120270 6.226996
0.934694 3268.027589 5.127476
0.947755 3727.593720 3.645961
0.960816 4251.786303 2.909401
0.973878 4849.693429 1.885314
0.986939 5531.681198 0.661367
