0.360000 10.000000 0.000000
0.373061 11.406249 2.848777
0.386122 13.010252 3.011803
0.399184 14.839818 5.167480
0.412245 16.926666 7.931624
0.425306 19.306977 8.248230
0.438367 22.022019 9.778978
0.451429 25.118864 11.039276
0.464490 28.651203 13.453895
0.477551 32.680276 14.487974
0.490612 37.275937 16.715029
0.503673 42.517863 16.733168
0.516735 48.496934 19.834932
0.529796 55.316812 19.332122
0.542857 63.095734 21.327382
0.555918 71.968567 20.702066
0.568980 82.089142 20.371820
0.582041 93.632921 21.597771
0.595102 106.800043 21.528794
0.608163 121.818791 20.318477
0.621224 138.949549 20.482324
0.634286 158.489319 21.336679
0.647347 180.776868 22.848353
0.660408 206.198601 21.845867
0.673469 235.195264 22.728573
0.686531 268.269580 22.294455
0.699592 305.994969 21.940858
0.712653 349.025488 21.314857
0.725714 398.107171 20.284998
0.738776 454.090961 20.518686
0.751837 517.947468 22.229271
0.764898 590.783791 19.956954
0.777959 673.862717 20.806014
0.791020 768.624610 19.032195
0.804082 876.712387 18.401675
0.817143 1000.000000 17.313117
0.830204 1140.624924 16.316875
0.843265 1301.025217 16.548289
0.856327 1483.981789 15.127742
0.869388 1692.666615 14.959490
0.882449 1930.697729 14.675176
0.895510 2202.201950 11.652412
0.908571 2511.886432 10.041532
0.921633 2865.120270 9.466961
0.934694 3268.027589 7.475048
0.947755 3727.593720 6.246409
0.960816 4251.786303 5.252417
0.973878 4849.693429 3.330606
0.986939 5531.681198 1.190185
