0.37,4.39203468537224
0.38,7.79277608680966
0.39,5.89959838525463
0.4,9.69789157478097
0.41,7.84615153835745
0.42,12.1902497306686
0.43,15.3182144934629
0.44,15.575515745415
0.45,17.901747876244
0.46,18.258441342327
0.47,16.8926287983128
0.48,14.8298527124737
0.49,21.0814702383098
0.5,19.35383047389
0.51,17.2265899117556
0.52,15.8396362136398
0.53,16.8660088182451
0.54,17.6926741669755
0.55,17.9128430826022
0.56,15.8531816064162
0.57,17.1680995232022
0.58,13.7854574537395
0.59,16.8503332804688
0.6,19.1375135853583
0.61,15.1755457451086
0.62,13.3907916246189
0.63,16.0174009491936
0.64,14.9856696262042
0.65,13.1664180913676
0.66,12.8501106690201
0.67,10.7936086106078
0.68,13.1059184481258
0.69,10.1706193173979
0.7,11.166781424779
0.71,10.6157008691586
0.72,11.7286780611405
0.73,10.6450203337221
0.74,10.2737744752235
0.75,8.43350637013533
0.76,8.95216192716923
0.77,8.56257288941821
0.78,7.8143420977973
0.79,8.80339847371997
0.8,6.82453439864846
0.81,5.94818984496137
0.82,6.06787823748664
0.83,5.57381447750535
0.84,6.46286991155381
0.85,5.52402971904721
0.86,5.92700387383316
0.87,4.79801412378885
0.88,4.73508710871847
0.89,5.1202235955496
0.9,3.79557481938247
0.91,3.12086650332906
0.92,4.03090416772009
0.93,3.26441678921328
0.94,3.56722354937787
0.95,2.30934950414768
0.96,3.99458522661764
0.97,3.17223447423513
0.98,2.45021243150178
0.99,3.54829584293084
