10.40222	0.0011150969193613747
9.575916	0.0012717511978304892
8.817831	0.001387283998902255
8.123209	0.001465417670339259
7.487541	0.0015110626299926575
6.906554	0.0015295488757332896
6.376209	0.0015269431511278201
5.892689	0.0015091307566233692
5.452393	0.0014815058677491867
5.051932	0.0014489059716313744
4.68812	0.001415455714416241
4.357969	0.001384758409266383
4.058681	0.0013585005240473503
3.787645	0.0013380551937134822
3.542426	0.0013228976395256301
3.320763	0.001311584514982294
3.120558	0.001301365393733262
2.939874	0.001287992435840798
2.77692	0.001267343219521059
2.630053	0.0012332761344211794
2.497761	0.0011805045463492074
2.378665	0.0011018583050474923
2.271502	0.0009917211166545251
2.175124	0.0008437528824491903
2.088487	0.0006528842050806293
2.010646	0.0004139306144639154
1.940746	0.00012309672830982995
1.878015	0.0002229155760477146
1.821757	0.0006254649475646067
1.77135	0.001087041025798375
1.726233	0.0016076337487054494
1.685904	0.0021871302163890658
